"PrimaryKey","EcolSite","US_L3CODE","US_L3NAME","Elevation","PRISM","ElevationM"
"NMP02000_Year1_Gypsum_4662019-09-01",NA,"24","Chihuahuan Deserts",3528,341.579986572266,1060
"NMP02000_Year1_HabActive_5092019-09-01","R042XC003NM","24","Chihuahuan Deserts",1032,330.040008544922,1038
"NMP02000_Year1_HabActive_5212019-09-01","R042XC003NM","24","Chihuahuan Deserts",1018,325.660003662109,1021
"NM_Carlsbad_LUP_2019_HabActive_541_V12020-09-01","R042XC022NM","24","Chihuahuan Deserts",986,323.429992675781,987
"16090712373970722016-09-01","R042XB037NM","24","Chihuahuan Deserts",1304.45385742,267.399993896484,1307
"NML00000_2020_Shallow_5732019-09-01","R042XB010NM","24","Chihuahuan Deserts",1361,265.279998779297,1351
"1000000962018-09-01","R042XB015NM","24","Chihuahuan Deserts",1272.8448,265.399993896484,1281
"NML00000_2019_Shallow_5642019-09-01","R042XB015NM","24","Chihuahuan Deserts",1295,267.399993896484,1278
"NML00000_2020_Mal_4002019-09-01","R042XB037NM","24","Chihuahuan Deserts",1376,265.279998779297,1351
"NM_LasCrucesTriCounty_2017_GU_190_V12020-09-01",NA,"24","Chihuahuan Deserts",1090,241.710006713867,1105
"NML00000_2020_GSand_1592019-09-01","R042XB024NM","24","Chihuahuan Deserts",1252,252.619995117188,1266
"NML00000_Panel2_MIMB_0222019-09-01","R042XB014NM","24","Chihuahuan Deserts",1288,276.269989013672,1313
"16101710150739482016-09-01","R042XB015NM","24","Chihuahuan Deserts",1265.58752441,269.320007324219,1265
"17091814575453992017-09-01","R042XC006NM","24","Chihuahuan Deserts",1118.9208,241.369995117188,1134
"NM_LasCrucesTriCounty_2017_MHI_377_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1312,279.739990234375,1291
"NML00000_2019_Shallow_5652019-09-01","R042XB015NM","24","Chihuahuan Deserts",1273,268.5,1277
"NMP02000_2019_Reclaim_0942019-09-01",NA,"24","Chihuahuan Deserts",1027,327.220001220703,1032
"NML00000_Panel4_MIMB_0502019-09-01","R042XB018NM","24","Chihuahuan Deserts",1309,280.410003662109,1337
"NML00000_2019_Shallow_5692019-09-01","R042XB015NM","24","Chihuahuan Deserts",1256,270.25,1256
"1708210757216432017-09-01","R042XB024NM","24","Chihuahuan Deserts",1328.928,257.529998779297,1323
"18110509413547172018-09-01","R042XC001NM","24","Chihuahuan Deserts",1274.6736,271.359985351562,1243
"NM_LasCrucesTriCounty_2017_SA_421_V12020-09-01","R042XB011NM","24","Chihuahuan Deserts",1258,243.080001831055,1282
"NML00000_Panel1_MIMB_0082019-09-01","R042XB027NM","24","Chihuahuan Deserts",1552,346.450012207031,1517
"NM_Carlsbad_LUP_2019_HabActive_526_V12020-09-01","R042XC003NM","24","Chihuahuan Deserts",1024,333.239990234375,1026
"17120319172360002017-09-01","R042XB037NM","24","Chihuahuan Deserts",1360.3224,266.869995117188,1351
"18091807190684402018-09-01","R042XB012NM","24","Chihuahuan Deserts",1298.448,250.029998779297,1290
"NMP02000_Year1_ChiStatic_2112019-09-01","R042XC007NM","24","Chihuahuan Deserts",1087,345.309997558594,1075
"1808031353185222018-09-01","R042XB024NM","24","Chihuahuan Deserts",1252.1184,253.679992675781,1255
"NM_LasCrucesTriCounty_2017_LOO_309_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1264,279.269989013672,1300
"NML00000_2020_Mal_4052019-09-01","R042XB037NM","24","Chihuahuan Deserts",1371,268.850006103516,1306
"18103013461990682018-09-01","R042XD001NM","24","Chihuahuan Deserts",1530.4008,327.320007324219,1525
"NML00000_2019_Sandy_5042019-09-01","R042XB012NM","24","Chihuahuan Deserts",1307,268.600006103516,1336
"NM_LasCrucesTriCounty_2017_BOO_057_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1435,317.230010986328,1462
"NM_LasCrucesTriCounty_2017_LOO_313_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1191,272.739990234375,1243
"17120408421048582017-09-01","R042XB036NM","24","Chihuahuan Deserts",1270.1016,270.890014648438,1268
"NML00000_Panel2_MIMB_0272019-09-01","R042XB012NM","24","Chihuahuan Deserts",1278,293.899993896484,1309
"NML00000_OverSamp_MIMB_3082019-09-01","R042XB010NM","24","Chihuahuan Deserts",1335,259.420013427734,1369
"NML00000_2019_Mal_3962019-09-01","R042XB012NM","24","Chihuahuan Deserts",1308,267.619995117188,1345
"NMP02000_Year1_HabActive_5102019-09-01","R042XC007NM","24","Chihuahuan Deserts",1058,337.649993896484,1053
"NMP02000_2019_Reclaim_0972019-09-01",NA,"24","Chihuahuan Deserts",3470,342.040008544922,1039
"16092916023889462016-09-01","R042XB011NM","24","Chihuahuan Deserts",1265.15197754,256.220001220703,1254
"17081409463175532017-09-01","R042XB012NM","24","Chihuahuan Deserts",1282.9032,256.450012207031,1276
"NML00000_2020_Sandy_5202019-09-01","R042XB012NM","24","Chihuahuan Deserts",1304,269.089996337891,1337
"NML00000_2019_GSand_1532019-09-01","R042XB024NM","24","Chihuahuan Deserts",1257,259.420013427734,1284
"17111816320841742017-09-01","R042XB012NM","24","Chihuahuan Deserts",1328.928,270.429992675781,1317
"18110414511423122018-09-01","R042XC007NM","24","Chihuahuan Deserts",1189.0248,259.070007324219,NA
"17120713220934652017-09-01","R042XB021NM","24","Chihuahuan Deserts",1365.1992,286.119995117188,1320
"NML00000_Panel19_MIMB_2712019-09-01","R042XB018NM","24","Chihuahuan Deserts",1253,292.040008544922,1278
"NML00000_2019_Lime_3002019-09-01","R042XC001NM","24","Chihuahuan Deserts",1195,299.730010986328,1337
"1811050708016722018-09-01","R042XD007NM","24","Chihuahuan Deserts",1477.0608,321.480010986328,1477
"NML00000_2020_Sandy_5152019-09-01","R042XB024NM","24","Chihuahuan Deserts",1253,252.960006713867,1262
"18091807211781862018-09-01","R042XB012NM","24","Chihuahuan Deserts",1323.7464,262.269989013672,1320
"NM_LasCrucesTriCounty_2017_BOO_061_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1475,330.989990234375,1524
"17111714051770062017-09-01","R042XB024NM","24","Chihuahuan Deserts",1223.772,251.410003662109,1227
"16092914272089492016-09-01","R042XB023NM","24","Chihuahuan Deserts",1384.57580566,269.450012207031,1381
"18110115180598362018-09-01","R042XC007NM","24","Chihuahuan Deserts",1367.028,300.320007324219,1362
"18110108420537362018-09-01","R042XC020NM","24","Chihuahuan Deserts",1343.8632,285.920013427734,1279
"NML00000_Panel20_MIMB_2952019-09-01","R042XB012NM Sandy","24","Chihuahuan Deserts",1262,272.130004882812,1256
"1000001012018-09-01","R042XB012NM","24","Chihuahuan Deserts",1275.2832,273.309997558594,1273
"18110109423525942018-09-01","R042XD007NM","24","Chihuahuan Deserts",1415.1864,307.859985351562,1421
"NM_LasCrucesTriCounty_2017_SA_417_V12020-09-01","R042XB015NM","24","Chihuahuan Deserts",1302,268.859985351562,1326
"NMP02000_Year1_ChiActive_0062019-09-01","R070DY153NM","24","Chihuahuan Deserts",938,331.549987792969,939
"18111812092782042018-09-01","R042XB035NM","24","Chihuahuan Deserts",1415.796,350.859985351562,1458
"1000000302018-09-01","R042XB024NM","24","Chihuahuan Deserts",1268.8824,255.199996948242,1257
"17080914104578892017-09-01","R042XB012NM","24","Chihuahuan Deserts",1285.9512,265.799987792969,1279
"NM_LasCrucesTriCounty_2017_GRO_145_V12020-09-01",NA,"24","Chihuahuan Deserts",1551,344.220001220703,1555
"17092212034618812017-09-01","R042XD001NM","24","Chihuahuan Deserts",1445.0568,318.160003662109,1446
"18091113302082122018-09-01","R042XB015NM","24","Chihuahuan Deserts",1334.1096,269.369995117188,1337
"NML00000_Panel19_MIMB_2762019-09-01","R042XB012NM","24","Chihuahuan Deserts",1331,281.649993896484,1355
"NML00000_2020_Hills_2252019-09-01","R042XB011NM","24","Chihuahuan Deserts",1348,273.950012207031,1370
"17100816023552872017-09-01","R042XB014NM","24","Chihuahuan Deserts",1361.5416,274.459991455078,1370
"16100612215065372016-09-01","R042XB035NM","24","Chihuahuan Deserts",1492.18603516,406.730010986328,1595
"17102118540241582017-09-01","R042XC020NM","24","Chihuahuan Deserts",1352.7024,296.760009765625,1338
"NML00000_OverSamp_Sandy_5412019-09-01","R042XB012NM","24","Chihuahuan Deserts",1308,272.329986572266,1333
"NML00000_2020_Sandy_5122019-09-01","R042XB012NM","24","Chihuahuan Deserts",1333,272.510009765625,1331
"16120708322570042016-09-01","R042XB036NM","24","Chihuahuan Deserts",1271.70263672,292.769989013672,1276
"18121214174354862018-09-01","R042XB036NM","24","Chihuahuan Deserts",1272.54,292.769989013672,1276
"NML00000_2019_NR-Playa-TRT-32019-09-01",NA,"24","Chihuahuan Deserts",1243,292.769989013672,1276
"1710300819142502017-09-01","R042XD001NM","24","Chihuahuan Deserts",1342.3392,293.420013427734,1348
"17100608553341972017-09-01","R042XC007NM","24","Chihuahuan Deserts",1146.6576,249.809997558594,1147
"16120709191892382016-09-01","R042XB036NM","24","Chihuahuan Deserts",1270.52746582,293.519989013672,1276
"NML00000_2019_Bottom_0112019-09-01","R042XB018NM","24","Chihuahuan Deserts",1323,277.440002441406,1323
"16101308525035072016-09-01","R042XB010NM","24","Chihuahuan Deserts",1370.06298828,327.339996337891,1331
"NMP02000_Year1_HabActive_5062019-09-01","R042XC003NM","24","Chihuahuan Deserts",1059,341.5,1055
"NML00000_2019_NR-Playa-TRT-42019-09-01",NA,"24","Chihuahuan Deserts",1267,292.600006103516,1276
"18121211084899562018-09-01","R042XB036NM","24","Chihuahuan Deserts",1269.1872,292.600006103516,1276
"NM_LasCrucesTriCounty_2017_MHI_368_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1367,327.440002441406,1377
"1612071001316202016-09-01","R042XB036NM","24","Chihuahuan Deserts",1268.07910156,292.600006103516,1276
"18121210065238542018-09-01","R042XB036NM","24","Chihuahuan Deserts",1267.968,292.600006103516,1276
"NML00000_2019_NR-Playa-TRT-22019-09-01",NA,"24","Chihuahuan Deserts",1270,292.600006103516,1276
"NML00000_2020_Bottom_0152019-09-01","R042XB012NM","24","Chihuahuan Deserts",1318,276.299987792969,1331
"NM_LasCrucesTriCounty_2017_GRO_138_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1391,312.5,1375
"NML00000_Panel19_MIMB_2792019-09-01","R042XB027NM","24","Chihuahuan Deserts",1526,332.609985351562,1501
"NML00000_2019_GSand_1542019-09-01","R042XB010NM","24","Chihuahuan Deserts",1275,277.459991455078,1288
"NM_Carlsbad_LUP_2019_HabActive_529_V12020-09-01","R042XC003NM","24","Chihuahuan Deserts",1095,346.190002441406,1101
"1611231027411542016-09-01","R042XB035NM","24","Chihuahuan Deserts",1353.87451172,309.570007324219,1357
"18103016070167102018-09-01","R042XC020NM","24","Chihuahuan Deserts",1368.2472,314.100006103516,1401
"18121111533667492018-09-01","R042XB036NM","24","Chihuahuan Deserts",1268.5776,293.220001220703,1269
"18112613445331732018-09-01","R042XB027NM","24","Chihuahuan Deserts",1558.1376,441.809997558594,1706
"16090814021780972016-09-01","R042XB012NM","24","Chihuahuan Deserts",1329.20568848,279.649993896484,1328
"NM_LasCrucesTriCounty_2017_LOO_314_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1271,294.970001220703,1317
"NM_LasCrucesTriCounty_2017_GRO_136_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1470,329.5,1480
"NMP02000_2019_Reclaim_1032019-09-01",NA,"24","Chihuahuan Deserts",1184,416.059997558594,1198
"16111616421338472016-09-01","R042XB010NM","24","Chihuahuan Deserts",1422.13134766,398.160003662109,1706
"16101110223237672016-09-01","R042XB010NM","24","Chihuahuan Deserts",1524.20129395,398.160003662109,1706
"17100814085527592017-09-01","R042XC017NM","24","Chihuahuan Deserts",1165.5552,256.200012207031,1185
"NML00000_2020_Sandy_5162019-09-01","R042XB012NM","24","Chihuahuan Deserts",1350,271.079986572266,1332
"NMP02000_Year1_HabActive_5222019-09-01","R042XC004NM","24","Chihuahuan Deserts",1069,343.769989013672,1069
"18091114495445962018-09-01","R042XB012NM","24","Chihuahuan Deserts",1324.356,280.399993896484,1319
"NM_Carlsbad_LUP_2019_HabActive_538_V12020-09-01","R042XC005NM","24","Chihuahuan Deserts",1021,339.160003662109,1008
"NM_LasCrucesTriCounty_2017_BOO_058_V12020-09-01","R042XC030NM","24","Chihuahuan Deserts",1488,340.350006103516,1502
"NM_LasCrucesTriCounty_2017_MHI_373_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1259,292.920013427734,1290
"NM_LasCrucesTriCounty_2017_MHI_371_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1247,292.220001220703,1309
"NM_LasCrucesTriCounty_2017_LOO_310_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1249,296.799987792969,1342
"1809191332192062018-09-01","R042XB015NM","24","Chihuahuan Deserts",1331.0616,283.410003662109,1335
"NM_Carlsbad_LUP_2019_ChiStatic_223_V12020-09-01","R070DY153NM","24","Chihuahuan Deserts",1190,440.230010986328,1220
"NMP02000_Year1_HabActive_5132019-09-01","R042XC022NM","24","Chihuahuan Deserts",1116,348.109985351562,1126
"NM_LasCrucesTriCounty_2017_MHI_363_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1320,294.149993896484,1348
"18111408420193482018-09-01","R042XB027NM","24","Chihuahuan Deserts",1631.5944,454.920013427734,1757
"NM_LasCrucesTriCounty_2017_GRO_144_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1457,328.179992675781,1472
"17100314422263752017-09-01","R042XB010NM","24","Chihuahuan Deserts",1338.9864,305.890014648438,1335
"NML00000_Panel4_MIMB_0582019-09-01","R042XB027NM","24","Chihuahuan Deserts",1385,310.200012207031,1419
"NML00000_Panel1_MIMB_0142019-09-01","R042XB036NM","24","Chihuahuan Deserts",1236,290.649993896484,1266
"NML00000_Panel6_MIMB_0782019-09-01","R042XB036NM","24","Chihuahuan Deserts",1240,290.489990234375,1266
"NML00000_2020_Shallow_5742019-09-01","R042XB015NM","24","Chihuahuan Deserts",1344,284.049987792969,1373
"18111609320673042018-09-01","R042XB027NM","24","Chihuahuan Deserts",1953.768,472.059997558594,1797
"NML00000_OverSample2019_IgMtn_2832019-09-01","R042XB027NM","24","Chihuahuan Deserts",1733,444.130004882812,1797
"NM_LasCrucesTriCounty_2017_BOO_059_V12020-09-01","R042XB016NM","24","Chihuahuan Deserts",1184,273.109985351562,1245
"NML00000_2019_NR_Playa_122019-09-01","R042XC036NM","24","Chihuahuan Deserts",1262,292.540008544922,1275
"18121209434334502018-09-01","R042XB036NM","24","Chihuahuan Deserts",1310.64,304.820007324219,1301
"NMP02000_Year1_Foothills_3132019-09-01","R070DY151NM","24","Chihuahuan Deserts",1144,402.890014648438,1167
"NML00000_2019_Sandy_5072019-09-01","R042XB012NM","24","Chihuahuan Deserts",1404,281.100006103516,1405
"17110813561551782017-09-01","R042XB014NM","24","Chihuahuan Deserts",1365.1992,287.480010986328,1359
"18121114254671622018-09-01","R042XB036NM","24","Chihuahuan Deserts",1303.3248,304.820007324219,1301
"NM_Carlsbad_LUP_2019_HabActive_533_V12020-09-01","R042XC002NM","24","Chihuahuan Deserts",915,325.540008544922,919
"NML00000_2020_GSand_1572019-09-01","R042XA053NM","24","Chihuahuan Deserts",1255,266.450012207031,1247
"NML00000_Panel20_MIMB_2872019-09-01","R042XB036NM","24","Chihuahuan Deserts",1239,291.970001220703,1268
"17112715381165862017-09-01","R042XB010NM","24","Chihuahuan Deserts",1423.7208,347.279998779297,1395
"18103114245040262018-09-01","R042XD007NM","24","Chihuahuan Deserts",1418.844,315.040008544922,1433
"18121111332268432018-09-01","R042XB036NM","24","Chihuahuan Deserts",1306.3728,306.239990234375,1301
"NM_Carlsbad_LUP_2019_Foothills_333_V12020-09-01","R070DY158NM","24","Chihuahuan Deserts",1374,419.700012207031,1404
"16111616402732582016-09-01","R042XB035NM","24","Chihuahuan Deserts",1833.92834473,485.089996337891,1846
"NM_LasCrucesMimbres2019_MIMB_094_V12020-09-01","R042XB036NM","24","Chihuahuan Deserts",1235,291.239990234375,1267
"NML00000_2020_Gravel_0722019-09-01","R042XB010NM","24","Chihuahuan Deserts",1462,363.160003662109,1488
"181102093228882018-09-01","R042XD007NM","24","Chihuahuan Deserts",1376.172,315.600006103516,1402
"17111313043229692017-09-01","R070DY158NM","24","Chihuahuan Deserts",1363.98,336.880004882812,NA
"1708030847324132017-09-01","R042XB010NM","24","Chihuahuan Deserts",0,300.579986572266,1343
"NML00000_2019_NR_Playa_102019-09-01","R042XC036NM","24","Chihuahuan Deserts",1266,291.790008544922,1267
"17120710130815002017-09-01","R042XB010NM","24","Chihuahuan Deserts",1374.648,279.980010986328,1386
"17110812471081502017-09-01","R042XB014NM","24","Chihuahuan Deserts",1369.4664,290.100006103516,1375
"16081211131054762016-09-01","R042XB035NM","24","Chihuahuan Deserts",1845,482.989990234375,1846
"16111616394616792016-09-01","R042XB035NM","24","Chihuahuan Deserts",1802.88830566,480.839996337891,1846
"18010507422233302017-09-01","R042XK001NM","24","Chihuahuan Deserts",1677.3144,433.570007324219,1623
"16091514123243082016-09-01","R042XB012NM","24","Chihuahuan Deserts",1368.59997559,277.910003662109,1352
"17120707534774512017-09-01","R042XB014NM","24","Chihuahuan Deserts",1357.2744,288.559997558594,1355
"18103109372870462018-09-01","R042XD007NM","24","Chihuahuan Deserts",1503.5784,337.329986572266,1496
"NML00000_2019_NR_Playa_112019-09-01","R042XC036NM","24","Chihuahuan Deserts",1253,294.320007324219,1284
"NML00000_2019_Gravel_0672019-09-01","R042XB010NM","24","Chihuahuan Deserts",1544,378.920013427734,1488
"18110409421856062018-09-01","R042XC007NM","24","Chihuahuan Deserts",1199.388,270.920013427734,1202
"17120614042441072017-09-01","R042XB024NM","24","Chihuahuan Deserts",1391.1072,284.489990234375,1388
"NML00000_2020_GLoam_1142019-09-01","R042XB035NM","24","Chihuahuan Deserts",1753,441.179992675781,1879
"NML00000_2019_GSand_1562019-09-01","R042XB010NM","24","Chihuahuan Deserts",1312,272.869995117188,1349
"NMP02000_Year1_HabActive_5182019-09-01","R042XC003NM","24","Chihuahuan Deserts",0,345.640014648438,1070
"NML00000_2020_Hills_2182019-09-01","R042XB012NM","24","Chihuahuan Deserts",1386,295.510009765625,1392
"NML00000_2019_NR_Playa_92019-09-01","R042XB016NM","24","Chihuahuan Deserts",1248,294.369995117188,1272
"18110309574935812018-09-01","R042XC007NM","24","Chihuahuan Deserts",1193.5968,273.200012207031,1192
"NML00000_2019_GLoam_1112019-09-01","R042XB035NM","24","Chihuahuan Deserts",1497,360.790008544922,1479
"1809061201383122018-09-01","R042XB015NM","24","Chihuahuan Deserts",1425.2448,287.980010986328,1439
"NML00000_2019_IgMtn_2602019-09-01","R042XB027NM","24","Chihuahuan Deserts",1730,436.209991455078,1879
"18100108162338252018-09-01","R042XB010NM","24","Chihuahuan Deserts",1434.3888,287.149993896484,1427
"NM_LasCrucesTriCounty_2017_MHI_370_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1473,347.700012207031,1483
"18010308093494312017-09-01","R042XB027NM","24","Chihuahuan Deserts",1825.752,417.480010986328,1879
"NML00000_2019_Hills_2142019-09-01","R042XB027NM","24","Chihuahuan Deserts",1422,305.170013427734,1421
"NM_Carlsbad_LUP_2019_Foothills_329_V12020-09-01",NA,"24","Chihuahuan Deserts",544,429.690002441406,1254
"NML00000_OverSample2020_IgMtn_2862019-09-01",NA,"24","Chihuahuan Deserts",1666,361.420013427734,1768
"NMP02000_Year1_Foothills_3172019-09-01",NA,"24","Chihuahuan Deserts",4442,454.450012207031,1333
"NMP02000_2019_Reclaim_0982019-09-01",NA,"24","Chihuahuan Deserts",1038,345.809997558594,1042
"NML00000_2019_GLoam_1102019-09-01","R042XB021NM","24","Chihuahuan Deserts",1684,412.559997558594,1632
"NML00000_2019_Gravel_0622019-09-01","R042XB010NM","24","Chihuahuan Deserts",1444,306.459991455078,1421
"18010416171778082017-09-01","R042XK001NM","24","Chihuahuan Deserts",1889.1504,446,1999
"NML00000_2019_IgMtn_2612019-09-01","R042XK001NM","24","Chihuahuan Deserts",1921,497.230010986328,1999
"NML00000_2020_GLoam_1152019-09-01","R042XB035NM","24","Chihuahuan Deserts",1473,348.739990234375,1450
"NM_Carlsbad_LUP_2019_Foothills_337_V12020-09-01","R070DY158NM","24","Chihuahuan Deserts",995,347.799987792969,1006
"NML00000_2019_PTNM_4342019-09-01","R042XB021NM","24","Chihuahuan Deserts",1407,284.779998779297,1377
"NM_LasCrucesTriCounty_2017_GRO_142_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1310,307.730010986328,1358
"NMP02000_2019_Reclaim_1002019-09-01",NA,"24","Chihuahuan Deserts",4009,450.959991455078,1330
"NML00000_Panel19_MIMB_2752019-09-01","R042XB036NM","24","Chihuahuan Deserts",1240,294.089996337891,1272
"NML00000_2019_Gravel_0662019-09-01","R042XB019NM","24","Chihuahuan Deserts",1388,293.790008544922,1381
"NM_Carlsbad_LUP_2019_ChiActive_015_V12020-09-01","R042XC004NM","24","Chihuahuan Deserts",952,332.609985351562,932
"NML00000_2020_Gravel_0692019-09-01","R042XB010NM","24","Chihuahuan Deserts",1430,291.730010986328,1431
"16081513041892142016-09-01","R042XB012NM","24","Chihuahuan Deserts",1433,306.769989013672,1437
"1810040859307362018-09-01","R042XB035NM","24","Chihuahuan Deserts",1433.7792,326.350006103516,1402
"17121913294110702017-09-01","R042XB027NM","24","Chihuahuan Deserts",1655.3688,395.480010986328,1629
"17120712004655932017-09-01","R042XB021NM","24","Chihuahuan Deserts",1403.2992,290.559997558594,1432
"NML00000_2019_Gravel_0652019-09-01","R042XB010NM","24","Chihuahuan Deserts",1436,307.019989013672,1426
"NML00000_2020_Lime_3042019-09-01","R042XB021NM","24","Chihuahuan Deserts",1276,275.760009765625,1279
"18091110461549402018-09-01","R042XB023NM","24","Chihuahuan Deserts",1416.7104,305.320007324219,1455
"NM_LasCrucesTriCounty_2017_MHI_374_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1386,338.049987792969,1423
"NML00000_2020_PTNM_4352019-09-01",NA,"24","Chihuahuan Deserts",1439,289.339996337891,1432
"NM_Carlsbad_LUP_2019_HabActive_528_V12020-09-01","R042XC003NM","24","Chihuahuan Deserts",1127,351.540008544922,1120
"18110314431021512018-09-01","R042XC013NM","24","Chihuahuan Deserts",1345.3872,321.869995117188,1370
"NM_Carlsbad_LUP_2019_HabActive_539_V12020-09-01","R042XC005NM","24","Chihuahuan Deserts",992,337.839996337891,994
"18091113130627462018-09-01","R042XB014NM","24","Chihuahuan Deserts",1397.8128,293.429992675781,1395
"1810041342059482018-09-01","R042XB027NM","24","Chihuahuan Deserts",1531.9248,361.829986572266,1615
"NM_LasCrucesMimbres2019_MIMB_065_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1478,311.940002441406,1480
"17110814241992362017-09-01","R042XB010NM","24","Chihuahuan Deserts",1451.1528,309.75,1465
"18111810125120812018-09-01","R042XB021NM","24","Chihuahuan Deserts",1461.516,296.149993896484,1440
"18111709102922702018-09-01","R042XB021NM","24","Chihuahuan Deserts",1415.1864,301.619995117188,1401
"NML00000_Panel1_MIMB_0012019-09-01","R042XB018NM","24","Chihuahuan Deserts",1314,282.519989013672,1329
"16081609081889162016-09-01","R042XB035NM","24","Chihuahuan Deserts",1534,368.5,1629
"NML00000_2020_Loam_3492019-09-01","R042XB023NM","24","Chihuahuan Deserts",1406,296.260009765625,1414
"16111616431594222016-09-01","R042XB021NM","24","Chihuahuan Deserts",1498.5567627,299.209991455078,1487
"NML00000_2020_Gravel_0702019-09-01","R042XB010NM","24","Chihuahuan Deserts",0,297.040008544922,1414
"NML00000_2020_GLoam_1132019-09-01","R042XB035NM","24","Chihuahuan Deserts",1422,352.880004882812,1522
"NM_Carlsbad_Reclamation2019_Reclaim_208_V12020-09-01",NA,"24","Chihuahuan Deserts",1125,356.049987792969,1078
"NML00000_OverSample2019_Lime_3212019-09-01","R042XB021NM","24","Chihuahuan Deserts",1373,296.640014648438,1377
"NML00000_2019_Sandy_5002019-09-01","R042XB011NM","24","Chihuahuan Deserts",1276,278.140014648438,1292
"NM_Carlsbad_LUP_2019_Foothills_327_V12020-09-01",NA,"24","Chihuahuan Deserts",1302,425.25,1296
"16080914253681042016-09-01","R042XB018NM","24","Chihuahuan Deserts",1406,302.679992675781,1415
"17100209392270302017-09-01","R042XC001NM","24","Chihuahuan Deserts",1378.3056,308.700012207031,1381
"16081508511172662016-09-01","R042XB012NM","24","Chihuahuan Deserts",1473,309.420013427734,1488
"18112908551958792018-09-01","R042XB019NM","24","Chihuahuan Deserts",1428.2928,295.489990234375,1427
"NML00000_Panel5_MIMB_0692019-09-01","R042XB018NM","24","Chihuahuan Deserts",1409,306.850006103516,1430
"18110216201587292018-09-01","R042XC020NM","24","Chihuahuan Deserts",1442.3136,355.549987792969,1463
"16090715080974402016-09-01","R042XB035NM","24","Chihuahuan Deserts",1580.84606934,374.209991455078,1522
"17120711082878692017-09-01","R042XB021NM","24","Chihuahuan Deserts",1503.2736,303.779998779297,1487
"NML00000_2019_GLoam_1122019-09-01","R042XB035NM","24","Chihuahuan Deserts",1393,292.029998779297,1425
"NMP02000_Year1_Foothills_3062019-09-01",NA,"24","Chihuahuan Deserts",1485,434.5,1510
"18100112131521012018-09-01","R042XB010NM","24","Chihuahuan Deserts",1453.5912,296.440002441406,1448
"NML00000_2020_Gravel_0742019-09-01","R042XB014NM","24","Chihuahuan Deserts",1448,309.809997558594,1457
"NM_LasCrucesTriCounty_2017_MHI_380_V12020-09-01","R042XC020NM","24","Chihuahuan Deserts",1308,306.450012207031,1289
"NMP02000_Year1_Foothills_3152019-09-01",NA,"24","Chihuahuan Deserts",4140,417.790008544922,1267
"17110811013456452017-09-01","R042XB014NM","24","Chihuahuan Deserts",1418.844,298.700012207031,1414
"16101316253652552016-09-01","R042XB035NM","24","Chihuahuan Deserts",1554.18347168,368.619995117188,1600
"NML00000_OverSample2016_IgMtn_2662019-09-01","R042XK001NM","24","Chihuahuan Deserts",1786,393.640014648438,1725
"18102209582957042018-09-01","R042XB024NM","24","Chihuahuan Deserts",1289.304,281.959991455078,1292
"NML00000_2020_Lime_3052019-09-01","R042XB021NM","24","Chihuahuan Deserts",1499,307.820007324219,1487
"17110814135644082017-09-01","R042XB014NM","24","Chihuahuan Deserts",1401.7752,301.220001220703,1406
"NM_Carlsbad_Reclamation2019_Reclaim_214_V12020-09-01",NA,"24","Chihuahuan Deserts",931,338.019989013672,964
"17121914180733002017-09-01","R042XB010NM","24","Chihuahuan Deserts",1254.252,269.549987792969,1219
"NM_Carlsbad_LUP_2019_Foothills_323_V12020-09-01","R070DY151NM","24","Chihuahuan Deserts",1122,362.329986572266,1104
"NML00000_2020_Gravel_0732019-09-01","R042XB010NM","24","Chihuahuan Deserts",1389,289.630004882812,1354
"NM_Carlsbad_Reclamation2019_Reclaim_203_V12020-09-01",NA,"24","Chihuahuan Deserts",1179,395.980010986328,1210
"18100110220287802018-09-01","R042XB010NM","24","Chihuahuan Deserts",1478.5848,318.880004882812,1510
"NML00000_2019_Lime_3012019-09-01",NA,"24","Chihuahuan Deserts",1421,297.440002441406,1339
"NMP02000_Year1_ChiActive_0082019-09-01","R042XC007NM","24","Chihuahuan Deserts",960,338.279998779297,964
"NMP02000_Year1_ChiActive_0072019-09-01","R042XC002NM","24","Chihuahuan Deserts",1159,352.720001220703,1150
"16101209373242852016-09-01","R042XB010NM","24","Chihuahuan Deserts",1460.27050781,296.739990234375,1439
