"PrimaryKey","EcolSite","US_L3CODE","US_L3NAME","Elevation","PRISM","ElevationM"
"NM_LasCrucesMimbres2019_MIMB_085_V12020-09-01","R042XB023NM","24","Chihuahuan Deserts",1464,324.119995117188,1475
"16080909153224072016-09-01","R042XB018NM","24","Chihuahuan Deserts",1429,302.839996337891,1434
"16081114554791692016-09-01","R042XB010NM","24","Chihuahuan Deserts",1345,294.670013427734,1323
"NML00000_2020_GSand_1582019-09-01","R042XB024NM","24","Chihuahuan Deserts",1336,294.670013427734,1323
"16120115331089512016-09-01","R042XB018NM","24","Chihuahuan Deserts",1416.12194824,296.980010986328,1452
"18111714515395542018-09-01","R042XB021NM","24","Chihuahuan Deserts",1696.5168,313.190002441406,1532
"NML00000_OverSample2020_IgMtn_2902019-09-01","R042XB027NM","24","Chihuahuan Deserts",1647,361.420013427734,1697
"16081110402163562016-09-01","R042XB024NM","24","Chihuahuan Deserts",1334,285.880004882812,1323
"18112709440799872018-09-01","R042XB035NM","24","Chihuahuan Deserts",1428.2928,301.489990234375,1431
"17120709325055792017-09-01","R042XB010NM","24","Chihuahuan Deserts",1472.184,306.290008544922,1472
"18112713143637632018-09-01","R042XB027NM","24","Chihuahuan Deserts",1351.4832,317.079986572266,1319
"NM_Carlsbad_Reclamation2019_Reclaim_212_V12020-09-01",NA,"24","Chihuahuan Deserts",966,339.790008544922,970
"NML00000_2019_Hills_2102019-09-01","R042XB027NM","24","Chihuahuan Deserts",1525,330.149993896484,1563
"17120616422840332017-09-01","R042XB010NM","24","Chihuahuan Deserts",1340.2056,285.299987792969,1349
"NML00000_2019_Bottom_0122019-09-01","R042XB018NM","24","Chihuahuan Deserts",1459,305.470001220703,1446
"NML00000_Panel2_MIMB_0212019-09-01","R042XB018NM","24","Chihuahuan Deserts",1415,311.149993896484,1456
"16101214200883052016-09-01","R042XB023NM","24","Chihuahuan Deserts",1481.48669434,320.510009765625,1469
"NMP02000_Year1_Foothills_3112019-09-01","R042XC007NM","24","Chihuahuan Deserts",1310,416.100006103516,1309
"16082408544987542016-09-01","R042XB014NM","24","Chihuahuan Deserts",1404.68334961,299.410003662109,1401
"17113016121217952017-09-01","R042XB035NM","24","Chihuahuan Deserts",1437.132,297.380004882812,1418
"NMP02000_Year2_HabActive_5232019-09-01","R042XC003NM","24","Chihuahuan Deserts",1004,344.869995117188,1019
"NM_Carlsbad_LUP_2019_HabActive_534_V12020-09-01","R042XC003NM","24","Chihuahuan Deserts",1105,350.489990234375,1115
"NM_Carlsbad_LUP_2019_ChiActive_024_V12020-09-01","R042XC030NM","24","Chihuahuan Deserts",972,341.720001220703,974
"NML00000_Panel1_MIMB_0052019-09-01","R042XB012NM","24","Chihuahuan Deserts",1491,329.869995117188,1516
"18110310281323862018-09-01","R042XD007NM","24","Chihuahuan Deserts",1577.6448,385.140014648438,1581
"17121909052419942017-09-01","R042XB024NM","24","Chihuahuan Deserts",1252.1184,274.450012207031,1313
"NM_Carlsbad_Reclamation2019_Reclaim_213_V12020-09-01",NA,"24","Chihuahuan Deserts",531,341.869995117188,983
"NML00000_Panel2_MIMB_0192019-09-01","R042XB023NM","24","Chihuahuan Deserts",1285,308.570007324219,1287
"NML00000_Panel20_MIMB_2932019-09-01","R041XA001NM","24","Chihuahuan Deserts",1511,352.989990234375,1535
"18112813221936782018-09-01","R042XB012NM","24","Chihuahuan Deserts",1297.2288,307.140014648438,1332
"NM_Carlsbad_Reclamation2019_Reclaim_205_V12020-09-01",NA,"24","Chihuahuan Deserts",1020,348.670013427734,1041
"NM_LasCrucesMimbres2019_MIMB_097_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",0,336.140014648438,1530
"NM_Carlsbad_LUP_2019_ChiActive_020_V12020-09-01","R042XC007NM","24","Chihuahuan Deserts",82,342.760009765625,990
"NMP02000_Year1_Gypsum_4672019-09-01","R042XC007NM","24","Chihuahuan Deserts",965,344.989990234375,965
"17120712441691032017-09-01","R042XB027NM","24","Chihuahuan Deserts",1578.5592,351.010009765625,1693
"NMP02000_2019_Reclaim_0692019-09-01",NA,"24","Chihuahuan Deserts",1401,408.609985351562,1394
"NML00000_2019_Hills_2152019-09-01","R042XB027NM","24","Chihuahuan Deserts",1697,379.609985351562,1722
"16110308174761592016-09-01","R042XB010NM","24","Chihuahuan Deserts",1509.62109375,314.200012207031,1531
"NML00000_2020_Hills_2232019-09-01","R042XB027NM","24","Chihuahuan Deserts",1246,271.390014648438,1268
"NML00000_2020_Hills_2222019-09-01","R042XB027NM","24","Chihuahuan Deserts",1694,379.160003662109,1700
"16082413194684612016-09-01","R042XB027NM","24","Chihuahuan Deserts",1571.09375,371.220001220703,1603
"NML00000_2019_Sandy_4992019-09-01","R042XB011NM","24","Chihuahuan Deserts",1448,301.399993896484,1449
"18100115300651492018-09-01","R042XB010NM","24","Chihuahuan Deserts",1470.0504,299.5,1461
"18111908391250452018-09-01","R042XB027NM","24","Chihuahuan Deserts",1677.924,357.100006103516,1636
"NM_Carlsbad_Reclamation2019_Reclaim_207_V12020-09-01",NA,"24","Chihuahuan Deserts",1001,342.559997558594,995
"NML00000_2019_Loam_3432019-09-01","R042XB023NM","24","Chihuahuan Deserts",1398,299.239990234375,1399
"16101810083750302016-09-01","R042XB027NM","24","Chihuahuan Deserts",1351.93359375,285.489990234375,1376
"NML00000_2019_Hills_2112019-09-01","R042XB027NM","24","Chihuahuan Deserts",1357,275.279998779297,1316
"NMP02000_Year2_Foothills_3222019-09-01","R070DY151NM","24","Chihuahuan Deserts",0,416.709991455078,1478
"NMP02000_Year1_ChiActive_0112019-09-01","R042XC007NM","24","Chihuahuan Deserts",1064,341.260009765625,1054
"NMP02000_Year1_ChiActive_0042019-09-01","R042XC007NM","24","Chihuahuan Deserts",973,342.600006103516,978
"18100407361158432018-09-01","R042XB012NM","24","Chihuahuan Deserts",1282.5984,274.970001220703,1299
"NM_LasCrucesMimbres2019_MIMB_081_V12020-09-01","R042XB023NM","24","Chihuahuan Deserts",1466,319.5,1481
"NMP02000_Year1_Foothills_3072019-09-01","R042XC025NM","24","Chihuahuan Deserts",1007,319.950012207031,1023
"18112810334652662018-09-01","R042XB027NM","24","Chihuahuan Deserts",1698.3456,374.130004882812,1656
"NM_Carlsbad_Reclamation2019_Reclaim_211_V12020-09-01",NA,"24","Chihuahuan Deserts",998,342.890014648438,991
"NM_LasCrucesMimbres2019_MIMB_083_V12020-09-01",NA,"24","Chihuahuan Deserts",1297,318.730010986328,1296
"NM_Carlsbad_Reclamation2019_Reclaim_204_V12020-09-01",NA,"24","Chihuahuan Deserts",1318,399.269989013672,1362
"NM_Carlsbad_LUP_2019_Foothills_326_V12020-09-01",NA,"24","Chihuahuan Deserts",1480,417.549987792969,1486
"NM_Carlsbad_LUP_2019_ChiStatic_224_V12020-09-01","R070DY153NM","24","Chihuahuan Deserts",1101,335.739990234375,1109
"NM_Carlsbad_LUP_2019_ChiActive_023_V12020-09-01","R042XC025NM","24","Chihuahuan Deserts",1079,345.25,1080
"18112809100042272018-09-01","R042XB012NM","24","Chihuahuan Deserts",1229.5632,262.809997558594,1231
"NM_Carlsbad_LUP_2019_Foothills_331_V12020-09-01","R070DY153NM","24","Chihuahuan Deserts",1084,333.769989013672,1094
"16120114151030462016-09-01","R042XB027NM","24","Chihuahuan Deserts",1687.75769043,357.829986572266,1555
"NM_Carlsbad_Reclamation2019_Reclaim_209_V12020-09-01",NA,"24","Chihuahuan Deserts",1114,335.450012207031,1109
"17092511000145852017-09-01","R041XB215AZ","24","Chihuahuan Deserts",1075.944,293.559997558594,NA
"NM_Carlsbad_LUP_2019_ChiActive_027_V12020-09-01","R042XC004NM","24","Chihuahuan Deserts",1073,339.359985351562,1076
"NM_LasCrucesMimbres2019_MIMB_033_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1460,311.170013427734,1436
"NML00000_2020_Hills_2242019-09-01","R042XB027NM","24","Chihuahuan Deserts",1812,366.040008544922,1692
"NMP02000_2019_Reclaim_0922019-09-01",NA,"24","Chihuahuan Deserts",1104,332.850006103516,1109
"NM_Carlsbad_Reclamation2019_Reclaim_215_V12020-09-01",NA,"24","Chihuahuan Deserts",965,339.820007324219,988
"18120410252143452018-09-01","R042XB010NM","24","Chihuahuan Deserts",1363.98,271.850006103516,1343
"NMP02000_2019_Reclaim_1042019-09-01",NA,"24","Chihuahuan Deserts",4598,396.399993896484,1375
"NML00000_2020_Hills_2192019-09-01","R042XB027NM","24","Chihuahuan Deserts",1817,403.779998779297,1681
"NM_LasCrucesTriCounty_2017_GR_094_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1396,298.239990234375,1416
"19083010075025152019-09-01","R041XB215AZ","24","Chihuahuan Deserts",1042,293.579986572266,1053
"NML00000_2019_Gravel_0632019-09-01","R042XB010NM","24","Chihuahuan Deserts",1362,284.119995117188,1410
"NMP02000_Year1_HabActive_5072019-09-01",NA,"24","Chihuahuan Deserts",3486,336.839996337891,1054
"NML00000_Panel20_MIMB_2882019-09-01","R042XB023NM","24","Chihuahuan Deserts",1410,311.609985351562,1442
"17120714123799902017-09-01","R042XB010NM","24","Chihuahuan Deserts",1288.0848,265.010009765625,1270
"18120611351943022018-09-01","R042XB027NM","24","Chihuahuan Deserts",1596.5424,382.049987792969,1681
"NML00000_2019_GSand_1552019-09-01","R042XB024NM","24","Chihuahuan Deserts",1242,261.420013427734,1270
"NML00000_2020_Hills_2202019-09-01","R042XB027NM","24","Chihuahuan Deserts",1479,305.320007324219,1480
"16110309160357792016-09-01","R042XB027NM","24","Chihuahuan Deserts",1835.27258301,365.25,1696
"NM_Carlsbad_LUP_2019_ChiActive_028_V12020-09-01","R042XC007NM","24","Chihuahuan Deserts",985,338.519989013672,990
"NMP02000_Year1_ChiActive_0032019-09-01","R042XC007NM","24","Chihuahuan Deserts",0,339.859985351562,1056
"NML00000_2020_GSand_1602019-09-01","R042XB024NM","24","Chihuahuan Deserts",1275,266.290008544922,1246
"18101512024679432018-09-01","R042XB027NM","24","Chihuahuan Deserts",1496.8728,329.910003662109,1527
"17102023321729122017-09-01","R041XB207AZ","24","Chihuahuan Deserts",1229.2584,309.299987792969,1223
"NM_Carlsbad_Reclamation2019_Reclaim_210_V12020-09-01",NA,"24","Chihuahuan Deserts",975,339.029998779297,1008
"NM_Carlsbad_LUP_2019_HabActive_532_V12020-09-01","R042XC007NM","24","Chihuahuan Deserts",1071,352.769989013672,1076
"NML00000_Panel2_MIMB_0172019-09-01","R042XB010NM","24","Chihuahuan Deserts",1542,349.829986572266,1571
"NM_LasCrucesMimbres2019_MIMB_062_V12020-09-01","R042XB019NM","24","Chihuahuan Deserts",1326,329.190002441406,1327
"NM_LasCrucesTriCounty_2017_HI_214_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1447,303.170013427734,1420
"NML00000_2020_Gravel_0752019-09-01","R042XB010NM","24","Chihuahuan Deserts",1323,277.420013427734,1365
"18101509145528592018-09-01","R042XB027NM","24","Chihuahuan Deserts",1576.1208,313.329986572266,1527
"NM_LasCrucesMimbres2019_MIMB_067_V12020-09-01","R041XA001NM","24","Chihuahuan Deserts",1386,345.910003662109,1383
"17120708540421792017-09-01","R042XB010NM","24","Chihuahuan Deserts",1377.696,280.980010986328,1344
"NMP02000_2019_Reclaim_0962019-09-01",NA,"24","Chihuahuan Deserts",1004,336.160003662109,1010
"NMP02000_Year1_ChiStatic_2172019-09-01","R042XC007NM","24","Chihuahuan Deserts",1449,399.950012207031,1445
"NM_LasCrucesMimbres2019_MIMB_047_V12020-09-01",NA,"24","Chihuahuan Deserts",1664,363.299987792969,1666
"17091207435366832017-09-01","UNKNOWN","24","Chihuahuan Deserts",1054.9128,293.660003662109,1070
"NMP02000_Year1_ChiActive_0122019-09-01","R042XC007NM","24","Chihuahuan Deserts",1016,338.260009765625,1012
"NML00000_2020_Gravel_0712019-09-01","R042XB010NM","24","Chihuahuan Deserts",1387,287.209991455078,1407
"17090813301867912017-09-01","R042XB012NM","24","Chihuahuan Deserts",1226.5152,251.320007324219,1225
"17080811053859472017-09-01","R042XB021NM","24","Chihuahuan Deserts",1337.4624,270.899993896484,1299
"19091415521798232019-09-01","R041XB206AZ","24","Chihuahuan Deserts",986,258.510009765625,NA
"NML00000_Panel1_MIMB_0032019-09-01","R042XB012NM","24","Chihuahuan Deserts",1402,348.420013427734,1402
"NMP02000_Year1_Foothills_3102019-09-01","R070DY158NM","24","Chihuahuan Deserts",1293,381.640014648438,1297
"1708101559494342017-09-01","R042XB012NM","24","Chihuahuan Deserts",1336.8528,273.25,1329
"NM_LasCrucesTriCounty_2017_LO_287_V12020-09-01","R042XB023NM","24","Chihuahuan Deserts",1475,324.899993896484,1473
"16092913305366702016-09-01","R042XB010NM","24","Chihuahuan Deserts",1389.07543945,288.540008544922,1384
"17092313374068112017-09-01","UNKNOWN","24","Chihuahuan Deserts",1019.556,285.510009765625,1028
"NM_Carlsbad_LUP_2019_Foothills_334_V12020-09-01","R070DY151NM","24","Chihuahuan Deserts",1654,419.309997558594,1656
"16091515362664052016-09-01","R042XB010NM","24","Chihuahuan Deserts",0,280.940002441406,1389
"NMP02000_Year1_HabActive_5152019-09-01","R042XC003NM","24","Chihuahuan Deserts",1026,338.130004882812,1024
"18112612083180012018-09-01","R042XB027NM","24","Chihuahuan Deserts",1269.7968,265.130004882812,1240
"18091909104338872018-09-01","R042XA060NM","24","Chihuahuan Deserts",1344.4728,284.959991455078,1361
"NM_LasCrucesTriCounty_2017_GRS_167_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1298,270.029998779297,1306
"18091915392251912018-09-01","R042XB011NM","24","Chihuahuan Deserts",1301.1912,276.119995117188,1290
"NM_LasCrucesMimbres2019_MIMB_099_V12020-09-01",NA,"24","Chihuahuan Deserts",1252,299.869995117188,1240
"NM_LasCrucesMimbres2019_MIMB_035_V12020-09-01",NA,"24","Chihuahuan Deserts",1224,301.880004882812,1237
"NM_LasCrucesTriCounty_2017_HI_218_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1491,333.100006103516,1514
"17081610542183802017-09-01","R042XB014NM","24","Chihuahuan Deserts",1474.6224,323.100006103516,1467
"19082912521031842019-09-01","R041XB215AZ","24","Chihuahuan Deserts",1011,283.959991455078,1022
"NMP02000_Year1_Foothills_3142019-09-01","R070DY151NM","24","Chihuahuan Deserts",1409,390.570007324219,1388
"NM_LasCrucesTriCounty_2017_SA_419_V12020-09-01","R042XC004NM","24","Chihuahuan Deserts",1223,248.300003051758,1218
"17090615524756542017-09-01","R042XC006NM","24","Chihuahuan Deserts",1219.8096,244.029998779297,1220
"NM_LasCrucesTriCounty_2017_GRS_173_V12020-09-01","R042XB011NM","24","Chihuahuan Deserts",1275,263.339996337891,1249
"1810030747064042018-09-01","R042XB015NM","24","Chihuahuan Deserts",1339.2912,278.290008544922,1338
"17091209432316282017-09-01","UNKNOWN","24","Chihuahuan Deserts",1035.7104,279.309997558594,1045
"17091213161972592017-09-01","R041XB215AZ","24","Chihuahuan Deserts",1062.228,284.290008544922,1068
"NMP02000_Year1_Foothills_3182019-09-01","R070DY158NM","24","Chihuahuan Deserts",1568,405.660003662109,1542
"18100307482999912018-09-01","R042XB014NM","24","Chihuahuan Deserts",1327.404,275.559997558594,1329
"19090310004825902019-09-01","R041XB210AZ","24","Chihuahuan Deserts",968,252.539993286133,993
"17080816441181412017-09-01","R042XB012NM","24","Chihuahuan Deserts",0,277.660003662109,1337
"19082915323256152019-09-01","R041XB215AZ","24","Chihuahuan Deserts",994,276.779998779297,1013
"NM_LasCrucesMimbres2019_MIMB_086_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1383,362,1406
"18111908263764742018-09-01","R042XB015NM","24","Chihuahuan Deserts",1334.1096,275.230010986328,1336
"19083109545533562019-09-01","R041XB215AZ","24","Chihuahuan Deserts",994,272.160003662109,1026
"19083015331148742019-09-01","R041XB215AZ","24","Chihuahuan Deserts",994,265.869995117188,1030
"NM_Carlsbad_LUP_2019_Gypsum_468_V12020-09-01","R042XC006NM","24","Chihuahuan Deserts",1015,322.660003662109,1025
"NM_LasCrucesTriCounty_2017_LO_283_V12020-09-01","R042XB023NM","24","Chihuahuan Deserts",1475,320.779998779297,1479
"NM_LasCrucesTriCounty_2017_GR_104_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1213,248.880004882812,1228
"NMP02000_Year1_ChiStatic_2132019-09-01","R042XC017NM","24","Chihuahuan Deserts",8,342.859985351562,1157
"19083010125431442019-09-01","R041XB215AZ","24","Chihuahuan Deserts",969,262.839996337891,991
"NM_LasCrucesTriCounty_2017_GR_096_V12020-09-01","R042XB011NM","24","Chihuahuan Deserts",1269,281.700012207031,1305
"17102307510133062017-09-01","R042XB021NM","24","Chihuahuan Deserts",1388.364,285,1359
"NM_LasCrucesMimbres2019_MIMB_090_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1303,318.230010986328,1266
"181024094133172018-09-01","R038XB102NM","24","Chihuahuan Deserts",1566.9768,352.820007324219,1585
"19082917272838032019-09-01","R041XB213AZ","24","Chihuahuan Deserts",941,245.520004272461,970
"NM_Carlsbad_LUP_2019_HabActive_531_V12020-09-01","R042XC003NM","24","Chihuahuan Deserts",1050,345.959991455078,1048
"NM_Carlsbad_LUP_2019_ChiActive_019_V12020-09-01","R042XC007NM","24","Chihuahuan Deserts",1083,349.609985351562,1079
"19090313461342992019-09-01","R041XB209AZ","24","Chihuahuan Deserts",954,255.190002441406,987
"17082210074895312017-09-01","R042XB012NM","24","Chihuahuan Deserts",1310.64,274.760009765625,1316
"NM_LasCrucesTriCounty_2017_GRS_169_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1256,266.989990234375,1285
"18091910180580092018-09-01","R042XB027NM","24","Chihuahuan Deserts",1377.0864,291.649993896484,1378
"18100209480124682018-09-01","R042XB016NM","24","Chihuahuan Deserts",1290.5232,271.5,1285
"NM_LasCrucesTriCounty_2017_GR_100_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1296,270.290008544922,1273
"NML00000_Panel1_MIMB_0102019-09-01","R038XB105NM","24","Chihuahuan Deserts",1338,357.260009765625,1382
"17080910262395282017-09-01","R042XB010NM","24","Chihuahuan Deserts",1307.592,273.119995117188,1288
"17081715524538602017-09-01","R042XB012NM","24","Chihuahuan Deserts",1331.0616,271.899993896484,1326
"NM_LasCrucesMimbres2019_MIMB_054_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1400,369.950012207031,1431
"NM_LasCrucesTriCounty_2017_GU_191_V12020-09-01","R042XB036NM","24","Chihuahuan Deserts",1224,242,1223
"17100810032860442017-09-01","R042XB010NM","24","Chihuahuan Deserts",1438.3512,297.640014648438,1444
"19090310004279572019-09-01","R041XB204AZ","24","Chihuahuan Deserts",1050,267.630004882812,1070
"NM_LasCrucesTriCounty_2017_GR_092_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1441,297.890014648438,1432
"19082910360822222019-09-01","R041XB213AZ","24","Chihuahuan Deserts",907,237.380004882812,940
"NM_LasCrucesMimbres2019_MIMB_074_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1377,364.380004882812,1410
"NML00000_Panel20_MIMB_2972019-09-01","R041XA001NM","24","Chihuahuan Deserts",1348,332.660003662109,1310
"NMP02000_2019_Reclaim_0992019-09-01",NA,"24","Chihuahuan Deserts",3639,339,1104
"NM_LasCrucesTriCounty_2017_GR_097_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1495,312.160003662109,1506
"19090314455288062019-09-01","R041XB204AZ","24","Chihuahuan Deserts",1015,257.149993896484,1039
"NM_LasCrucesTriCounty_2017_LHI_258_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1413,296.470001220703,1449
"19090409084472592019-09-01","R041XB204AZ","24","Chihuahuan Deserts",989,250.160003662109,1019
"18100207200535522018-09-01","R042XB014NM","24","Chihuahuan Deserts",1348.4352,277.019989013672,1342
"NM_LasCrucesTriCounty_2017_LHI_262_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1418,304.350006103516,1441
"NM_LasCrucesTriCounty_2017_HI_217_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1358,276.720001220703,1342
"NM_LasCrucesMimbres2019_MIMB_042_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1476,366.529998779297,1455
"17090514401695752017-09-01","R038XB103NM","24","Chihuahuan Deserts",1597.4568,340.5,1570
"NM_LasCrucesTriCounty_2017_SA_420_V12020-09-01","R042XB012NM","24","Chihuahuan Deserts",1341,274.130004882812,1342
"18100111120091762018-09-01","R042XB010NM","24","Chihuahuan Deserts",1420.0632,282.940002441406,1386
"17092310082520442017-09-01","R041XB213AZ","24","Chihuahuan Deserts",977.1888,240.669998168945,992
"NM_LasCrucesTriCounty_2017_LOO_315_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1258,274.609985351562,1248
"17102023393471382017-09-01","R041XC309AZ","24","Chihuahuan Deserts",1153.9728,305.459991455078,1125
"19090115162820222019-09-01","R041XB206AZ","24","Chihuahuan Deserts",1001,247.860000610352,1026
"NMP02000_Year1_ChiStatic_2122019-09-01","R042XC025NM","24","Chihuahuan Deserts",1232,354.589996337891,1226
"19090109501141272019-09-01","R041XC301AZ","24","Chihuahuan Deserts",1020,245.039993286133,1033
"NM_LasCrucesTriCounty_2017_BO_034_V12020-09-01","R042XB016NM","24","Chihuahuan Deserts",1337,276.440002441406,1360
"NM_LasCrucesTriCounty_2017_BO_029_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1335,279.730010986328,1304
"18092314034534682018-09-01","R042XB012NM","24","Chihuahuan Deserts",1386.5352,280.690002441406,1402
"NM_LasCrucesTriCounty_2017_HI_213_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1372,274.950012207031,1359
"NM_LasCrucesTriCounty_2017_LHI_260_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1492,301.769989013672,1499
"NM_LasCrucesTriCounty_2017_BO_030_V12020-09-01","R042XB016NM","24","Chihuahuan Deserts",1313,278.329986572266,1308
"18111610124010952018-09-01","R042XB035NM","24","Chihuahuan Deserts",1470.66,310.049987792969,1501
"19090109274541822019-09-01","R041XC301AZ","24","Chihuahuan Deserts",985,240.570007324219,1027
"19090112392219862019-09-01","R041XB206AZ","24","Chihuahuan Deserts",1019,254.279998779297,1081
"17082409330352362017-09-01","R042XB024NM","24","Chihuahuan Deserts",1311.8592,281.929992675781,1314
"NMP02000_Year1_ChiStatic_2162019-09-01","R042XC025NM","24","Chihuahuan Deserts",1089,329.980010986328,1089
"17100213273148712017-09-01","R042XB021NM","24","Chihuahuan Deserts",1507.8456,290.079986572266,1411
"17082310102561542017-09-01","R042XB014NM","24","Chihuahuan Deserts",1349.3496,275.130004882812,1353
"NM_LasCrucesTriCounty_2017_BO_033_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1366,290.190002441406,1407
"NM_Carlsbad_LUP_2019_ChiStatic_220_V12020-09-01","R070DY153NM","24","Chihuahuan Deserts",1156,345.619995117188,1160
"18111511331485802018-09-01","R042XB027NM","24","Chihuahuan Deserts",1497.4824,300.799987792969,1413
"18100214473894502018-09-01","R042XB024NM","24","Chihuahuan Deserts",1427.0736,278.059997558594,1314
"NM_Carlsbad_Reclamation2019_Reclaim_216_V12020-09-01",NA,"24","Chihuahuan Deserts",1102,353.130004882812,1103
"17100808351239492017-09-01","R042XB021NM","24","Chihuahuan Deserts",1544.4216,314.540008544922,1550
"18092309100174692018-09-01","R042XB014NM","24","Chihuahuan Deserts",1356.6648,276.459991455078,1358
"NM_LasCrucesTriCounty_2017_BO_035_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1462,293.209991455078,1480
"NM_LasCrucesTriCounty_2017_LO_285_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1368,276.410003662109,1364
"17092310360289522017-09-01","R041XB206AZ","24","Chihuahuan Deserts",941.2224,279.910003662109,970
"NM_LasCrucesTriCounty_2017_BO_036_V12020-09-01","R042XB016NM","24","Chihuahuan Deserts",1369,277.230010986328,1361
"17102023493897222017-09-01","R041XB215AZ","24","Chihuahuan Deserts",1015.5936,304.489990234375,1039
"18010208375744432017-09-01","R042XB027NM","24","Chihuahuan Deserts",1452.6768,299.640014648438,1451
"17102023470913372017-09-01","UNKNOWN","24","Chihuahuan Deserts",0,243.089996337891,1040
"NM_Carlsbad_LUP_2019_ChiActive_017_V12020-09-01","R042XC002NM","24","Chihuahuan Deserts",1123,356.420013427734,1124
"17091515141124552017-09-01","UNKNOWN","24","Chihuahuan Deserts",1029.0048,312.970001220703,1059
"17102023445420052017-09-01","R041XC303AZ","24","Chihuahuan Deserts",1165.5552,NA,NA
"17082410382822082017-09-01","R042XB035NM","24","Chihuahuan Deserts",1657.5024,325.739990234375,1697
"NM_LasCrucesTriCounty_2017_SS_448_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1511,292.559997558594,1524
"17102023415216602017-09-01","R041XB210AZ","24","Chihuahuan Deserts",1086.0024,264.570007324219,1043
"NM_LasCrucesTriCounty_2017_GR_103_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1461,289.989990234375,1463
"NM_LasCrucesTriCounty_2017_SA_423_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1392,277.739990234375,1370
"17081511030918752017-09-01","R042XB035NM","24","Chihuahuan Deserts",1427.6832,283.600006103516,1439
"18091915415965062018-09-01","R042XB035NM","24","Chihuahuan Deserts",1456.6392,295.179992675781,1439
"17092211440696192017-09-01","R042XB027NM","24","Chihuahuan Deserts",1388.364,288.470001220703,1318
"17102023472868672017-09-01","R041XC323AZ","24","Chihuahuan Deserts",936.6504,253.479995727539,957
"NM_LasCrucesTriCounty_2017_HI_216_V12020-09-01",NA,"24","Chihuahuan Deserts",1597,346.779998779297,1682
"NMP02000_Year1_ChiActive_0052019-09-01","R042XC007NM","24","Chihuahuan Deserts",1102,352.239990234375,1104
"NM_LasCrucesTriCounty_2017_LHI_261_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1471,302.820007324219,1503
"18102509430461912018-09-01","R042XB023NM","24","Chihuahuan Deserts",1449.9336,285.480010986328,1456
"NM_LasCrucesTriCounty_2017_LO_282_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1433,286.299987792969,1456
"17102023405170292017-09-01","R041XB207AZ","24","Chihuahuan Deserts",1203.96,348.100006103516,1152
"NM_LasCrucesTriCounty_2017_GR_095_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1508,307.190002441406,1521
"1709070927436892017-09-01","R041XB215AZ","24","Chihuahuan Deserts",975.6648,295.070007324219,981
"NM_LasCrucesTriCounty_2017_LHI_263_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1206,316.440002441406,1703
"NM_Carlsbad_LUP_2019_ChiActive_021_V12020-09-01","R042XC025NM","24","Chihuahuan Deserts",1082,348.429992675781,1080
"NM_LasCrucesTriCounty_2017_BO_031_V12020-09-01","R042XB018NM","24","Chihuahuan Deserts",1562,300.109985351562,1544
"NM_LasCrucesTriCounty_2017_GR_091_V12020-09-01","R042XB018NM","24","Chihuahuan Deserts",1419,284.440002441406,1438
"17091011184755522017-09-01","UNKNOWN","24","Chihuahuan Deserts",1036.0152,337.350006103516,1083
"1709091443217432017-09-01","UNKNOWN","24","Chihuahuan Deserts",1102.1568,326.640014648438,1115
"17102023503629552017-09-01","R041XB206AZ","24","Chihuahuan Deserts",900.0744,270.269989013672,916
"NM_LasCrucesTriCounty_2017_GU_192_V12020-09-01","R042XB006NM","24","Chihuahuan Deserts",1285,276,1284
